City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,san andres,12.5847,-81.7006,24.01,83,75,5.66,CO,1675370093
367,fairbanks,64.8378,-147.7164,-11.33,86,100,0.0,US,1675369899
368,vesyegonsk,58.664,37.2604,-4.83,95,100,3.43,RU,1675370094
369,grootfontein,-19.5667,18.1167,20.76,94,82,1.03,NA,1675370094
370,shimoda,34.6667,138.95,3.39,66,100,6.64,JP,1675370094
371,winneba,5.3511,-0.6231,26.46,84,25,2.92,GH,1675370095
372,nouakchott,18.0858,-15.9785,24.96,63,74,6.57,MR,1675369877
373,ambon,-3.6954,128.1814,27.08,78,40,2.06,ID,1675370095
374,viedma,-40.8135,-62.9967,27.63,37,67,8.99,AR,1675370029
375,montes claros,-16.735,-43.8617,30.88,40,20,1.54,BR,1675370096
376,camacupa,-12.0167,17.4833,16.7,97,100,1.14,AO,1675370096
377,puerto lopez,4.0845,-72.956,35.03,21,11,4.63,CO,1675370096
378,haines junction,60.7522,-137.5108,-10.03,73,100,1.54,CA,1675370097
379,anqing,30.5092,117.0506,2.48,90,100,2.6,CN,1675370097
380,utete,-7.986,38.758,23.44,96,99,1.57,TZ,1675370097
381,piacabucu,-10.4056,-36.4344,26.64,75,87,4.83,BR,1675370098
382,spencer,43.1414,-95.1444,-13.49,61,0,9.26,US,1675370098
383,ibra,22.6906,58.5334,17.77,60,0,0.6,OM,1675370098
384,khandyga,62.6667,135.6,-32.25,97,100,0.99,RU,1675370099
385,nanzhang,31.7765,111.8386,0.61,73,100,0.7,CN,1675370099
386,magburaka,8.7167,-11.95,27.05,63,31,2.75,SL,1675370099
387,taoudenni,22.6783,-3.9836,15.05,14,27,5.28,ML,1675370100
388,wanning,18.8003,110.3967,21.79,95,100,2.74,CN,1675370100
389,hambantota,6.1241,81.1185,24.52,89,100,5.65,LK,1675370101
390,lagoa santa,-19.6272,-43.8897,31.12,52,40,3.6,BR,1675370101
391,udachnyy,66.4167,112.4,-27.38,99,100,1.44,RU,1675370102
392,hervey bay,-25.2986,152.8535,25.58,85,39,1.49,AU,1675370046
393,margate,51.3813,1.3862,9.93,82,72,1.34,GB,1675370102
394,abbeville,50.1,1.8333,10.14,92,100,7.39,FR,1675370103
395,tadine,-21.55,167.8833,27.49,79,93,3.53,NC,1675370103
396,novomykolayivka,47.9781,35.9102,-0.15,82,86,4.03,UA,1675370103
397,ulaanbaatar,47.9077,106.8832,-29.93,69,27,1.0,MN,1675370002
398,parrita,9.5201,-84.3225,28.97,61,96,2.59,CR,1675370104
399,susanville,40.4163,-120.653,4.9,56,0,1.54,US,1675370104
400,vao,-22.6667,167.4833,26.6,80,88,4.28,NC,1675370105
401,christchurch,-43.5333,172.6333,26.06,54,83,3.09,NZ,1675369997
402,hasaki,35.7333,140.8333,3.45,66,100,5.92,JP,1675370105
403,tanete,-3.9443,119.7848,22.99,97,100,1.68,ID,1675370106
404,mezen,65.8522,44.24,-9.67,97,92,2.17,RU,1675370106
405,katsuura,35.1333,140.3,5.4,77,100,6.49,JP,1675370106
406,wageningen,51.9667,5.6667,9.05,97,100,5.66,NL,1675370107
407,bato,13.3528,123.3677,22.97,93,30,2.01,PH,1675370107
408,asau,46.4333,26.4,-0.49,92,38,2.85,RO,1675370107
409,sorong,-0.8833,131.25,26.71,81,100,4.88,ID,1675370108
410,beringovskiy,63.05,179.3167,-12.85,94,100,5.52,RU,1675370108
411,florence,43.7667,11.25,9.19,88,75,2.06,IT,1675370109
412,port lincoln,-34.7333,135.8667,14.99,55,100,10.21,AU,1675370109
413,tibiri,13.5627,7.0485,24.38,19,73,4.33,NE,1675370109
414,anadyr,64.75,177.4833,-6.72,73,75,3.0,RU,1675370110
415,upernavik,72.7868,-56.1549,-22.57,85,78,1.06,GL,1675370110
416,broken hill,-31.95,141.4333,14.25,47,1,7.39,AU,1675369987
417,kipini,-2.5257,40.5262,24.47,87,93,5.1,KE,1675370111
418,westport,41.1415,-73.3579,4.2,39,0,5.66,US,1675369882
419,diofior,14.1833,-16.6667,21.84,39,65,5.89,SN,1675370028
420,sistranda,63.7256,8.834,-0.02,62,14,8.02,NO,1675370111
421,lima,-12.0432,-77.0282,24.14,69,0,8.23,PE,1675369785
422,kysyl-syr,63.8986,122.7617,-30.72,98,100,2.65,RU,1675370112
423,minna,9.6139,6.5569,30.28,19,6,1.95,NG,1675370112
424,poum,-20.2333,164.0167,27.84,69,100,8.52,NC,1675370113
425,la seyne-sur-mer,43.0982,5.8847,11.6,48,0,1.09,FR,1675370113
426,starosubkhangulovo,53.1031,57.4423,-17.4,95,66,0.83,RU,1675370114
427,slave lake,55.2834,-114.769,-16.01,78,100,5.9,CA,1675370114
428,kieta,-6.2167,155.6333,26.85,84,100,1.92,PG,1675370115
429,caninde,-4.3589,-39.3117,28.99,49,89,1.49,BR,1675369933
430,kruisfontein,-34.0033,24.7314,20.49,89,2,2.6,ZA,1675370115
431,honiara,-9.4333,159.95,26.86,84,99,1.0,SB,1675370116
432,esperance,-33.8667,121.9,15.5,76,42,3.76,AU,1675370116
433,malakal,9.5334,31.6605,26.9,15,0,4.32,SS,1675370117
434,sinnamary,5.3833,-52.95,25.13,86,95,4.26,GF,1675370117
435,south venice,27.0531,-82.4243,29.04,83,0,2.06,US,1675370117
436,coihaique,-45.5752,-72.0662,22.34,46,20,3.6,CL,1675370069
437,kongsvinger,60.1905,11.9977,-10.63,96,100,0.51,NO,1675370118
438,skjervoy,70.0311,20.9714,-12.0,71,96,4.04,NO,1675370119
439,komsomolskiy,40.4272,71.7189,4.4,87,75,3.09,UZ,1675370119
440,farah,32.5,62.5,10.01,76,100,0.64,AF,1675370120
441,muros,42.7762,-9.0603,6.72,90,0,1.42,ES,1675370120
442,nemuro,43.3236,145.575,-9.97,77,25,5.82,JP,1675370120
443,rabo de peixe,37.8,-25.5833,14.73,77,20,5.14,PT,1675370121
444,lake wales,27.9014,-81.5859,29.42,51,40,4.63,US,1675370121
445,krasnogorskiy,54.6025,61.231,-21.68,94,35,2.31,RU,1675370122
446,smithers,54.7804,-127.1743,-1.82,86,100,3.6,CA,1675370111
447,kirakira,-10.4544,161.9205,27.57,79,62,1.09,SB,1675370122
448,quincy,42.2529,-71.0023,4.21,39,20,7.2,US,1675370123
449,mastic beach,40.7668,-72.8521,4.11,54,20,8.49,US,1675370123
450,mount isa,-20.7333,139.5,22.87,73,44,4.12,AU,1675370123
451,vanimo,-2.6741,141.3028,24.72,85,100,1.4,PG,1675370124
452,port-gentil,-0.7193,8.7815,27.6,83,68,3.87,GA,1675370124
453,buin,-33.7333,-70.75,36.35,9,0,6.29,CL,1675370125
454,salalah,17.0151,54.0924,23.05,60,75,1.03,OM,1675370126
455,nynashamn,58.9034,17.9479,-7.13,78,4,2.25,SE,1675370126
456,kabansk,52.0486,106.6528,-17.0,96,85,2.07,RU,1675370127
457,vredendal,-31.6683,18.5012,17.11,71,0,3.93,ZA,1675370127
458,sorland,67.667,12.6934,-0.08,88,98,5.14,NO,1675370127
459,bang phae,13.6916,99.9298,24.22,72,94,1.79,TH,1675370128
460,moose factory,51.2585,-80.6094,-27.0,57,100,8.23,CA,1675370128
461,horsham,51.064,-0.3272,10.7,80,40,4.12,GB,1675370128
462,kungurtug,50.5994,97.5228,-24.85,99,35,0.81,RU,1675370129
463,sokoni,-6.4333,39.55,27.23,85,79,3.96,TZ,1675370129
464,cabo san lucas,22.8909,-109.9124,25.34,57,0,2.24,MX,1675369911
465,tapejara,-28.0681,-52.0139,28.21,61,86,1.18,BR,1675370130
466,luba,3.4568,8.5547,27.94,79,7,2.94,GQ,1675370130
467,simplicio mendes,-7.8539,-41.9103,28.02,56,80,1.11,BR,1675370130
468,cape coast,5.1053,-1.2466,26.66,86,22,3.39,GH,1675370131
469,ivanteyevka,55.9711,37.9208,-0.7,96,98,3.37,RU,1675370131
470,dukhovshchina,55.1919,32.4111,-1.55,97,100,2.53,RU,1675370132
471,hohhot,40.8106,111.6522,-9.84,44,0,2.0,CN,1675370132
472,kodinsk,58.6881,99.1844,-12.81,96,100,2.1,RU,1675369936
473,voznesenye,61.0106,35.4781,-4.39,94,100,2.86,RU,1675370132
474,arandis,-22.4167,14.9667,19.82,61,71,0.57,NA,1675370133
475,almaty,43.25,76.95,1.95,81,100,2.0,KZ,1675370134
476,longyearbyen,78.2186,15.6401,-15.09,78,20,7.72,SJ,1675370134
477,orlik,52.5178,99.825,-27.12,93,25,1.11,RU,1675370135
478,hoima,1.4356,31.3436,23.9,44,35,1.8,UG,1675370135
479,vrede,-27.4257,29.1659,14.56,95,84,1.71,ZA,1675370135
480,lamar,33.6668,-95.5836,1.31,97,100,4.63,US,1675370136
481,salmas,38.1973,44.7653,-4.14,74,40,2.81,IR,1675370136
482,cabra,37.4725,-4.4421,7.02,59,0,1.59,ES,1675370137
483,mount pleasant,32.7941,-79.8626,10.99,98,100,3.6,US,1675370137
484,zaysan,47.4667,84.8667,-12.4,92,100,0.4,KZ,1675370137
485,kathmandu,27.7167,85.3167,10.47,75,20,0.45,NP,1675369679
486,fort frances,48.5999,-93.4003,-22.75,58,0,6.17,CA,1675370138
487,alta floresta,-9.8756,-56.0861,26.52,85,89,0.47,BR,1675370138
488,nisia floresta,-6.0911,-35.2086,28.45,73,8,5.54,BR,1675369989
489,baker city,44.7749,-117.8344,0.89,45,0,7.72,US,1675370138
490,lethem,3.3803,-59.7968,33.39,38,93,5.38,GY,1675370139
491,quatre cocos,-20.2078,57.7625,26.06,82,2,2.04,MU,1675370139
492,kontagora,10.3999,5.4695,28.13,16,88,1.61,NG,1675370139
493,ust-tsilma,65.441,52.1498,-14.27,99,96,1.22,RU,1675370140
494,krasnoselkup,65.7,82.4667,-18.03,99,55,3.72,RU,1675370140
495,tigzirt,36.8886,4.1198,11.2,70,65,3.06,DZ,1675370140
496,el alto,-4.2714,-81.2147,28.81,68,76,6.58,PE,1675370141
497,zeya,53.75,127.2667,-30.72,98,30,1.13,RU,1675369995
498,necochea,-38.5473,-58.7368,22.76,64,43,6.55,AR,1675370141
499,brive-la-gaillarde,45.25,1.5,3.49,30,0,1.4,FR,1675370141
500,ambilobe,-13.2,49.05,23.57,94,93,1.0,MG,1675370142
501,matamoros,25.5333,-103.25,20.06,37,75,9.26,MX,1675370142
502,bowen,-20.0167,148.2333,25.96,82,96,2.01,AU,1675370142
503,lamont,35.2597,-118.9143,18.9,25,100,0.83,US,1675370143
504,natchitoches,31.7668,-93.1335,3.99,100,100,2.57,US,1675370143
505,katiola,8.1333,-5.1,29.35,30,4,0.8,CI,1675370143
506,stavern,59.0,10.0333,-3.6,69,100,6.57,NO,1675370144
507,lensk,60.7253,114.9278,-14.96,94,100,4.73,RU,1675370144
508,solton,52.8429,86.4787,-19.99,100,91,1.26,RU,1675370145
509,devaprayag,30.15,78.6167,12.81,41,31,2.07,IN,1675370145
510,grindavik,63.8424,-22.4338,2.26,87,75,16.46,IS,1675370145
511,namuac,18.6109,121.1657,23.77,89,92,5.95,PH,1675370146
512,otaki,-40.7583,175.15,21.64,90,100,2.24,NZ,1675370146
513,sonoita,31.85,-112.8333,18.34,27,0,2.07,MX,1675370146
514,makakilo city,21.3469,-158.0858,26.91,66,0,1.54,US,1675370147
515,narok,-1.0783,35.8601,16.32,46,87,0.87,KE,1675370147
516,huarmey,-10.0681,-78.1522,24.46,73,74,4.4,PE,1675370148
517,bubaque,11.2833,-15.8333,25.04,68,49,4.96,GW,1675370148
518,flinders,-34.5833,150.8552,18.92,65,0,4.45,AU,1675370148
519,kortkeros,61.8106,51.5806,-8.0,91,100,2.57,RU,1675370007
520,huilong,31.8111,121.655,3.85,72,100,2.74,CN,1675370149
521,dubbo,-32.25,148.6167,13.07,76,0,2.57,AU,1675370149
522,talara,-4.5772,-81.2719,30.42,54,0,7.72,PE,1675370150
523,esmeraldas,-19.7625,-44.3139,31.06,83,97,1.31,BR,1675370150
524,blackwater,-23.5833,148.8833,27.53,52,97,3.06,AU,1675370150
525,groningen,53.25,6.75,8.91,89,100,5.14,NL,1675370151
526,archidona,37.0965,-4.3887,7.45,87,0,1.2,ES,1675370151
527,sioux lookout,50.1001,-91.917,-26.96,58,20,6.69,CA,1675370151
528,thunder bay,48.4001,-89.3168,-20.01,41,20,9.77,CA,1675370152
529,kotovo,50.3211,44.8012,-3.15,97,100,2.78,RU,1675370152
530,naze,28.3667,129.4833,10.51,68,2,3.28,JP,1675370152
531,oktyabrskiy,54.4815,53.471,-15.0,95,70,1.79,RU,1675370153
532,pevek,69.7008,170.3133,-25.55,100,65,1.03,RU,1675370153
533,nelson bay,-32.7167,152.15,23.94,73,0,2.68,AU,1675370153
534,eureka,40.8021,-124.1637,15.66,36,100,1.79,US,1675370007
535,bolshaya izhora,59.938,29.5772,-0.94,97,98,2.9,RU,1675370154
536,tabas,33.5959,56.9244,11.22,76,16,2.23,IR,1675370154
537,balikpapan,-1.2675,116.8289,24.55,94,40,2.06,ID,1675370154
538,kismayo,-0.3582,42.5454,24.72,84,20,5.14,SO,1675370155
539,maniitsoq,65.4167,-52.9,-13.05,83,100,7.65,GL,1675370155
540,tabat,-2.635,115.2274,22.38,94,100,0.16,ID,1675370155
541,berja,36.8469,-2.9497,9.31,61,0,1.21,ES,1675370156
